id,customer_id,order_date,sku_id,price,qty_ordered,before_discount,discount_amount,after_discount,is_gross,is_valid,is_net,payment_id,payment_method,registered_date,sku_name,cogs,category
ODR8153380294l,C215074L,2021-12-26,P490827,3550470,1,3550470,0,3550470,1,0,0,4,Pay axis,2021-09-13,APC UPS 1 kv SUA10001,2911368,Appliances
ODR8872321010y,C374672L,2022-01-26,P490827,3550470,1,3550470,0,3550470,1,1,1,1,COD,2021-07-17,APC UPS 1 kv SUA10001,2911368,Appliances
ODR9604896003v,C872920L,2022-04-16,P690224,3534520,1,3534520,0,3534520,1,1,0,1,COD,2021-09-18,Samsung 40K5300,2756914,Entertainment
ODR2620480956f,C930868L,2022-05-18,P363520,3494152,1,3494152,0,3494152,1,0,0,4,Pay axis,2022-05-15,HP HD Corei5 6200U2 3GHz 1TB HDD,2306138,Computing
ODR1257744770h,C788509L,2021-08-30,P400366,3480000,1,3480000,0,3480000,1,1,0,1,COD,2021-07-20,Naushemian #0028 Offwhite M,2644800,Women Fashion
ODR6328921941e,C348049L,2021-09-19,P920906,3480000,1,3480000,0,3480000,1,1,0,1,COD,2021-07-13,Naushemian #0028 Offwhite L,2818800,Women Fashion
ODR7690374153d,C348049L,2021-10-09,P400366,3480000,1,3480000,0,3480000,1,0,0,1,COD,2021-07-13,Naushemian #0028 Offwhite M,2644800,Women Fashion
ODR9260724529h,C966450L,2022-07-15,P882365,3458308,1,3458308,0,3458308,1,0,0,4,Pay axis,2022-05-14,Dawlance Inspire Plus Inverter 30 brown,3043260,Appliances
ODR6895797248h,C796422L,2021-07-19,P934548,3456800,1,3456800,0,3456800,1,1,1,1,COD,2021-07-21,mitsubishi 1.5 ton SRC 18CLK,3076552,Appliances
ODR1392964194d,C872920L,2022-08-03,P633273,3456800,1,3456800,0,3456800,1,0,0,1,COD,2021-09-18,mitsubishi 1.5 ton SRC 18CLK CS,2834576,Appliances
ODR1779461489y,C853448L,2022-03-07,P534748,3440850,1,3440850,0,3440850,1,1,1,3,Customer Credit,2022-05-05,Haier HSU 18 HNF,2718228,Appliances
ODR7095265919b,C157296L,2022-05-25,P534748,3440850,1,3440850,0,3440850,1,0,0,7,Easy Pay,2022-05-23,Haier HSU 18 HNF,2718228,Appliances
ODR6274801562x,C157296L,2022-05-26,P534748,3440850,1,3440850,0,3440850,1,1,0,1,COD,2022-05-23,Haier HSU 18 HNF,2718228,Appliances
ODR9249958444i,C671880L,2022-05-30,P534748,3440850,1,3440850,0,3440850,1,0,0,4,Pay axis,2022-05-22,Haier HSU 18 HNF,2718228,Appliances
ODR1425358329u,C541932L,2022-07-18,P534748,3440850,1,3440850,0,3440850,1,1,0,1,COD,2022-06-05,Haier HSU 18 HNF,2718228,Appliances
ODR5742667997r,C871391L,2022-07-26,P534748,3440850,1,3440850,0,3440850,1,0,0,1,COD,2022-04-17,Haier HSU 18 HNF,2718228,Appliances
ODR7226263334t,C824977L,2022-09-07,P534748,3440850,1,3440850,0,3440850,1,1,0,1,COD,2022-07-11,Haier HSU 18 HNF,2718228,Appliances
ODR9236791465t,C827907L,2021-10-13,P626248,3440850,1,3440850,0,3440850,1,0,0,4,Pay axis,2021-10-01,Apple iPad Air 2 16 GB 4G,2546200,Mobiles & Tablets
ODR2782691453b,C166348L,2021-09-20,P767562,1719410,2,3438820,0,3438820,1,0,0,10,MCB Lite,2021-09-26,dawlance DWF 1600A,1127056,Appliances
ODR8591573340u,C834363L,2021-08-24,P876695,1716220,2,3432440,0,3432440,1,1,0,1,COD,2021-07-11,samsung 32J4100,1132682,Entertainment
ODR9731430327d,C499900L,2021-09-17,P985208,3430758,1,3430758,0,3430758,1,0,0,8,UBL Credit Card,2021-09-23,Apple iPhone 6 (16GB) Gold,2298598,Mobiles & Tablets
ODR1252492788n,C899192L,2021-08-31,P923197,3422000,1,3422000,0,3422000,1,1,0,1,COD,2021-07-13,Xpert XRH SB 90,2361180,Appliances
ODR1454410677m,C781213L,2021-09-16,P122683,3422000,1,3422000,0,3422000,1,1,0,1,COD,2021-08-23,Samsung Galaxy S6 Edge (32GB) SM G925F Gold,3045580,Mobiles & Tablets
ODR2600039771g,C603530L,2021-09-21,P122683,3422000,1,3422000,0,3422000,1,1,0,1,COD,2021-07-28,Samsung Galaxy S6 Edge (32GB) SM G925F Gold,3045580,Mobiles & Tablets
ODR5775689092p,C994724L,2021-10-23,P882089,3422000,1,3422000,0,3422000,1,0,0,4,Pay axis,2021-10-03,Samsung Galaxy S6 Edge 32GB SM G925F,2977140,Mobiles & Tablets
ODR7441793605y,C688797L,2021-04-08,P674924,1136220,3,3408660,0,3408660,1,1,1,1,COD,2021-08-12,Eco Star 32U557,965758,Entertainment
ODR7914950556r,C463487L,2021-08-11,P766982,3393580,1,3393580,0,3393580,1,0,0,4,Pay axis,2021-10-26,gree 18CZ8,1846488,Appliances
ODR8912804614o,C980973L,2021-10-22,P766982,3393580,1,3393580,0,3393580,1,0,0,4,Pay axis,2021-10-27,gree 18CZ8,1846488,Appliances
ODR3983432140b,C360252L,2021-05-08,P813349,1682000,2,3364000,0,3364000,1,1,0,1,COD,2021-08-11,closecomfort PC8,1227860,Appliances
ODR6432702575v,C566270L,2021-07-29,P813349,1682000,2,3364000,0,3364000,1,0,0,1,COD,2021-07-21,closecomfort PC8,1227860,Appliances
ODR7936534861i,C360252L,2021-12-08,P813349,1682000,2,3364000,0,3364000,1,1,1,11,Cash at Door Step,2021-08-11,closecomfort PC8,1227860,Appliances
ODR3232191441o,C258667L,2021-09-23,P452095,1682000,2,3364000,0,3364000,1,0,0,1,COD,2021-09-28,FHM ECLIPSE,809042,Home & Living
ODR4533244984s,C283866L,2021-08-21,P394310,3362782,1,3362782,0,3362782,1,0,0,9,My Gateway,2021-07-18,gree 18LM4,2258346,Appliances
ODR4725877483v,C450037L,2021-10-18,P394310,3362782,1,3362782,0,3362782,1,1,1,4,Pay axis,2021-10-21,gree 18LM4,2258346,Appliances
ODR7966290393c,C650820L,2022-05-24,P584603,3340800,1,3340800,0,3340800,1,0,0,7,Easy Pay,2022-03-21,huawei p10 Blue,2784000,Mobiles & Tablets
ODR3366996167c,C781213L,2022-08-05,P819695,1668370,2,3336740,0,3336740,1,1,0,1,COD,2021-08-23,AYS CX 39U564G,1234588,Entertainment
ODR9193517413u,C872920L,2021-09-26,P156884,3334942,1,3334942,0,3334942,1,0,0,1,COD,2021-09-18,samsung 40J5100,2634592,Entertainment
ODR2981103556r,C813614L,2021-02-08,P299124,1657060,2,3314120,0,3314120,1,1,0,1,COD,2021-08-15,Samsung 32J4003,994236,Entertainment
ODR8545272878w,C813614L,2021-08-15,P299124,1657060,2,3314120,0,3314120,1,1,1,1,COD,2021-08-15,Samsung 32J4003,994236,Entertainment
ODR4724358071d,C483469L,2021-12-23,P858785,1653928,2,3307856,0,3307856,1,1,0,1,COD,2021-07-26,Haier HRF 305,1075030,Appliances
ODR2558909643z,C422171L,2022-02-05,P974370,1642850,2,3285700,0,3285700,1,0,0,4,Pay axis,2022-04-22,samsung Samsung Galaxy J7 PRIME 2016 Black,1360680,Mobiles & Tablets
ODR4567213678e,C558351L,2022-06-26,P401988,3258150,1,3258150,0,3258150,1,0,0,5,Jazz Wallet,2021-11-05,AYS PEL PINVC 18K Invert O Cool,2411002,Appliances
ODR7332448218j,C175302L,2022-03-06,P989342,1084600,3,3253800,0,3253800,1,0,0,1,COD,2021-11-09,AYS SA 250,954448,Appliances
ODR9698864193l,C899192L,2021-12-22,P396546,3247420,1,3247420,0,3247420,1,1,0,1,COD,2021-07-13,R&I Generator 6KVG,3404310,Appliances
ODR2898567304c,C239306L,2021-01-07,P934548,3239300,1,3239300,0,3239300,1,1,0,1,COD,2021-07-21,mitsubishi 1.5 ton SRC 18CLK,3076552,Appliances
ODR6789805028t,C857890L,2021-04-12,P587192,3236400,1,3236400,0,3236400,1,0,0,4,Pay axis,2021-12-16,dawlance 91996 Cs,2524392,Appliances
ODR3398301978i,C529046L,2022-04-23,P735082,1078800,3,3236400,0,3236400,1,0,0,4,Pay axis,2021-10-01,infinix S2 Black,668856,Mobiles & Tablets
ODR9393960200e,C924458L,2021-12-23,P334177,1078742,3,3236226,0,3236226,1,0,0,4,Pay axis,2021-10-03,Infinix Note 3 2GB Nationwide Grey,927710,Mobiles & Tablets
ODR5571189272h,C828137L,2022-04-24,P587495,1078742,3,3236226,0,3236226,1,0,0,4,Pay axis,2022-03-19,InfinixNote3 2GB Grey,906134,Mobiles & Tablets
ODR4148083464v,C454160L,2022-02-23,P394310,3225496,1,3225496,0,3225496,1,0,0,4,Pay axis,2022-02-16,gree 18LM4,2258346,Appliances
ODR6345090381i,C163934L,2021-12-18,P162756,1612400,2,3224800,0,3224800,1,1,0,1,COD,2021-10-14,timex T2P398,1225424,Women Fashion
ODR1163914893g,C469416L,2021-12-25,P877152,3219000,1,3219000,0,3219000,1,1,0,1,COD,2021-12-20,HP AB201TUN8L18PA,2832720,Others
ODR6841575253z,C618216L,2022-03-21,P481645,3190000,1,3190000,0,3190000,1,1,0,1,COD,2022-01-11,samsung A720 Black,2360600,Mobiles & Tablets
ODR9960830751x,C720213L,2021-04-09,P624366,3189942,1,3189942,0,3189942,1,0,0,8,UBL Credit Card,2021-08-27, Huawei Mate 8,2360542,Mobiles & Tablets
ODR3820016417q,C720213L,2021-08-28,P624366,3189942,1,3189942,0,3189942,1,0,0,12,Internet Banking,2021-08-27, Huawei Mate 8,2360542,Mobiles & Tablets
ODR4909997877t,C489981L,2021-09-25,P847756,1594942,2,3189884,0,3189884,1,1,1,1,COD,2021-09-22,GMZV PlayStation 4   500GB   Region 2   UK PAL   Black,1304652,Entertainment
ODR8863650585a,C488097L,2021-07-22,P770634,1061400,3,3184200,0,3184200,1,0,0,1,COD,2021-07-13,HOS CNCMW100,934032,Beauty & Grooming
ODR5651560235z,C770029L,2021-07-18,P240605,3184200,1,3184200,0,3184200,1,0,0,1,COD,2021-07-16,lenovo 80J2021CUE,2083012,Computing
ODR5538488648s,C822743L,2021-07-29,P888366,3184200,1,3184200,0,3184200,1,1,0,1,COD,2021-07-26,Changhong Ruba 50 Inches D2100 LED TV,2133414,Entertainment
ODR1157750230b,C391618L,2022-01-06,P986337,3172020,1,3172020,0,3172020,1,0,0,7,Easy Pay,2022-06-02,HP 15AY 15 Ay105NE ci5,1934880,Computing
ODR8103856466x,C950477L,2022-01-06,P970961,3171440,1,3171440,0,3171440,1,1,0,1,COD,2022-06-20,cc hTC One A9 silver,2790844,Mobiles & Tablets
ODR1826785572b,C395230L,2021-11-16,P733468,3145050,1,3145050,0,3145050,1,1,0,1,COD,2021-11-16,R&I eInverter Series 12000BTU,1918466,Appliances
ODR8523150684h,C717869L,2021-10-10,P770541,1566000,2,3132000,0,3132000,1,0,0,4,Pay axis,2021-10-11,samsungGALAXY J510F 2016 DS LTE,1095040,Entertainment
ODR7638694078u,C951367L,2021-11-10,P770541,1566000,2,3132000,0,3132000,1,0,0,4,Pay axis,2021-10-01,samsungGALAXY J510F 2016 DS LTE,1095040,Entertainment
ODR8666067006c,C436011L,2021-11-25,P748052,3132000,1,3132000,0,3132000,1,0,0,5,Jazz Wallet,2021-11-22,FHM TWIRL1,2505600,Home & Living
ODR9291463982o,C332046L,2021-11-18,P885778,1566000,2,3132000,0,3132000,1,0,0,4,Pay axis,2021-10-17,samsungGALAXY J510F 2016 DS LTE Gold,866520,Mobiles & Tablets
ODR3439582504o,C295317L,2021-11-20,P467257,3131942,1,3131942,0,3131942,1,0,0,1,COD,2021-11-22,Huawei P9 OC,2693462,Mobiles & Tablets
ODR2614011019n,C814229L,2021-05-08,P197854,3113208,1,3113208,0,3113208,1,1,0,1,COD,2021-07-13,HP  15 AB202TX  clear,2023562,Computing
ODR4980328950t,C239306L,2021-08-30,P197854,3113208,1,3113208,0,3113208,1,1,0,1,COD,2021-07-21,HP  15 AB202TX  clear,2023562,Computing
ODR8570980439h,C194239L,2022-10-02,P272094,3111410,1,3111410,0,3111410,1,0,0,4,Pay axis,2021-12-22,s tv KLV 40R352C,2112766,Entertainment
ODR6072345390d,C194239L,2022-11-02,P272094,3111410,1,3111410,0,3111410,1,0,0,4,Pay axis,2021-12-22,s tv KLV 40R352C,2112766,Entertainment
ODR4436953013r,C280043L,2022-04-23,P299813,3109322,1,3109322,0,3109322,1,0,0,4,Pay axis,2022-04-04,AYS Gree 12cith2,1927746,Appliances
ODR2081290957s,C540782L,2021-03-10,P272094,3107060,1,3107060,0,3107060,1,1,0,1,COD,2021-09-03,s tv KLV 40R352C,2112766,Entertainment
ODR5641011211s,C718296L,2021-08-10,P272094,3107060,1,3107060,0,3107060,1,0,0,4,Pay axis,2021-10-01,s tv KLV 40R352C,2112766,Entertainment
ODR6209203511n,C454551L,2021-09-22,P272094,3107060,1,3107060,0,3107060,1,0,0,9,My Gateway,2021-07-11,s tv KLV 40R352C,2112766,Entertainment
ODR6087302793p,C529046L,2022-06-06,P551746,3103000,1,3103000,0,3103000,1,0,0,4,Pay axis,2021-10-01,GMZV PS4 Pro 1TB   Region 2,2594862,Entertainment
ODR6661944779o,C174427L,2022-07-06,P551746,3103000,1,3103000,0,3103000,1,0,0,7,Easy Pay,2022-06-18,GMZV PS4 Pro 1TB   Region 2,2594862,Entertainment
ODR1134642269p,C479992L,2022-04-24,P146139,3069360,1,3069360,0,3069360,1,1,1,1,COD,2021-09-19,plk PD/ 988 873 60,2332702,Men Fashion
ODR1313035414c,C378684L,2022-04-27,P146139,3069360,1,3069360,0,3069360,1,1,0,1,COD,2021-07-03,plk PD/ 988 873 60,2332702,Men Fashion
ODR2606003677t,C166968L,2022-08-05,P146139,3069360,1,3069360,0,3069360,1,1,0,1,COD,2021-07-26,plk PD/ 988 873 60,2332702,Men Fashion
ODR9061120532r,C132041L,2022-04-17,P551746,3052830,1,3052830,0,3052830,1,0,0,7,Easy Pay,2022-04-05,GMZV PS4 Pro 1TB   Region 2,2594862,Entertainment
ODR3706614509o,C242231L,2022-04-26,P551746,3052830,1,3052830,0,3052830,1,0,0,4,Pay axis,2021-09-22,GMZV PS4 Pro 1TB   Region 2,2594862,Entertainment
ODR9356337535n,C623160L,2022-12-04,P551746,3052830,1,3052830,0,3052830,1,0,0,7,Easy Pay,2022-03-12,GMZV PS4 Pro 1TB   Region 2,2594862,Entertainment
ODR4446985655n,C711453L,2022-06-21,P140025,3050800,1,3050800,0,3050800,1,0,0,1,COD,2022-06-03,Kenwood KDC 1214,2288100,Appliances
ODR9311636610i,C162721L,2022-03-06,P272094,3049350,1,3049350,0,3049350,1,0,0,1,COD,2021-07-26,s tv KLV 40R352C,2112766,Entertainment
ODR7971486308t,C499767L,2022-07-23,P272094,3049350,1,3049350,0,3049350,1,1,0,4,Pay axis,2022-07-18,s tv KLV 40R352C,2112766,Entertainment
ODR4323523002x,C162721L,2022-08-06,P272094,3049350,1,3049350,0,3049350,1,1,1,1,COD,2021-07-26,s tv KLV 40R352C,2112766,Entertainment
ODR5639434364t,C809453L,2022-03-24,P564570,3045000,1,3045000,0,3045000,1,1,0,1,COD,2022-03-23,Lacie STEX6000300 6TB,2101050,Computing
ODR4189282670b,C839720L,2022-11-03,P867109,3044942,1,3044942,0,3044942,1,0,0,4,Pay axis,2022-03-19,Samsung A7 2017 Black,2253242,Mobiles & Tablets
ODR6792026106g,C351587L,2022-01-16,P534021,3034038,1,3034038,0,3034038,1,1,0,1,COD,2021-09-10,HP Laser MFP M426fdn (4 in 1) Black,2336182,Computing
ODR2447939749a,C351587L,2022-01-18,P534021,3034038,1,3034038,0,3034038,1,1,0,1,COD,2021-09-10,HP Laser MFP M426fdn (4 in 1) Black,2336182,Computing
ODR3849008279e,C378684L,2022-01-23,P534021,3034038,1,3034038,0,3034038,1,1,0,1,COD,2021-07-03,HP Laser MFP M426fdn (4 in 1) Black,2336182,Computing
ODR4826559073s,C200115L,2022-01-27,P534021,3034038,1,3034038,0,3034038,1,1,0,1,COD,2021-07-12,HP Laser MFP M426fdn (4 in 1) Black,2336182,Computing
ODR3371880977w,C200115L,2022-10-01,P534021,3034038,1,3034038,0,3034038,1,1,0,1,COD,2021-07-12,HP Laser MFP M426fdn (4 in 1) Black,2336182,Computing
ODR9630583329s,C972737L,2022-04-05,P906358,1513742,2,3027484,0,3027484,1,1,0,1,COD,2021-07-21,Swatch YIS405G,1316948,Men Fashion
ODR4814904476i,C143684L,2021-01-09,P958194,3026150,1,3026150,0,3026150,1,1,0,1,COD,2021-07-05,dawlance 91996   H ZONE PLUS Refrigerator with Dawlance MD 7 20L,2360368,Appliances
ODR3873774086n,C813946L,2021-08-28,P623453,3026150,1,3026150,0,3026150,1,1,1,1,COD,2021-08-02,dawlance 91996   H ZONE PLUS Refrigerator with Dawlance MD 5 20L,2511690,Appliances
ODR4906045519m,C339400L,2021-09-17,P958194,3026150,1,3026150,0,3026150,1,1,1,1,COD,2021-09-21,dawlance 91996   H ZONE PLUS Refrigerator with Dawlance MD 7 20L,2360368,Appliances
ODR9839342882e,C241821L,2021-11-26,P722616,3016000,1,3016000,0,3016000,1,0,0,4,Pay axis,2021-09-26,FHM Bloomy  SOFA SET,1869920,Home & Living
ODR8252996229d,C618317L,2021-10-20,P203898,3004400,1,3004400,0,3004400,1,0,0,10,MCB Lite,2021-10-26,interwood HF 15LCRS A 39655,2463608,Home & Living
ODR3785049529c,C500995L,2022-05-18,P415305,2983810,1,2983810,0,2983810,1,0,0,7,Easy Pay,2022-05-11,AYS 50U560,1879780,Entertainment
ODR8162712974g,C622883L,2022-08-05,P177940,229100,13,2978300,0,2978300,1,1,1,3,Customer Credit,2021-09-24,Royal Energy saver Fan 56 New Model,162864,Appliances
ODR5922566029y,C374672L,2022-03-23,P323853,2978010,1,2978010,0,2978010,1,1,0,1,COD,2021-07-17,Lenovo 80QB005UUE,1905880,Computing
ODR6493005657f,C176299L,2022-03-25,P422527,2961712,1,2961712,0,2961712,1,0,0,6,Easy Pay Voucher,2022-03-02,CL168 R&I Generator 5KVG,2102790,Appliances
ODR3948043345v,C180533L,2021-02-10,P948892,2956260,1,2956260,0,2956260,1,0,0,4,Pay axis,2021-08-23,dawlance Inspire Plus 30 White,2601474,Appliances
ODR2162319549e,C492850L,2021-07-23,P217083,2945704,1,2945704,0,2945704,1,1,1,8,UBL Credit Card,2021-07-09,Haier HRF 382,2503802,Appliances
ODR7750743049r,C501840L,2022-02-04,P825073,2924070,1,2924070,0,2924070,1,1,1,7,Easy Pay,2022-03-14,Orient 50G6520,1783674,Entertainment
ODR2239074736t,C924458L,2022-07-05,P209422,730742,4,2922968,0,2922968,1,0,0,4,Pay axis,2021-10-03,Infinix Hot 4 Black 1,643046,Mobiles & Tablets
ODR3773190172s,C795566L,2022-02-07,P176485,2911600,1,2911600,0,2911600,1,0,0,1,COD,2021-09-05,Kenwood KDC 1213,2038120,Appliances
ODR7173285407q,C558438L,2022-07-13,P176485,2911600,1,2911600,0,2911600,1,1,0,1,COD,2022-04-24,Kenwood KDC 1213,2038120,Appliances
ODR5822797461w,C781213L,2022-12-04,P720522,2900000,1,2900000,0,2900000,1,1,0,1,COD,2021-08-23,Gmart Forerunner735XT 3,1740000,Health & Sports
ODR5783737922z,C781213L,2022-01-16,P624876,1450000,2,2900000,0,2900000,1,1,0,1,COD,2021-08-23,FHM 26SANTAM LAYER TABLE,1261500,Home & Living
ODR9081701690h,C995819L,2022-04-07,P880316,2899942,1,2899942,0,2899942,1,0,0,4,Pay axis,2022-07-21,AYS A C  8 LNA,2174942,Appliances
ODR6065344412x,C522216L,2022-06-15,P533917,2899942,1,2899942,0,2899942,1,1,0,1,COD,2022-05-12,HBW 1513072,2609942,Men Fashion
ODR8202055451l,C770029L,2022-04-29,P421755,2899942,1,2899942,0,2899942,1,1,0,1,COD,2021-07-16,MotoZPlay  Black,2319942,Mobiles & Tablets
ODR6319529072t,C191188L,2022-05-05,P355452,2899942,1,2899942,0,2899942,1,1,0,1,COD,2021-12-08,MotoZPlay White ,2377942,Mobiles & Tablets
ODR1236241982s,C734785L,2021-11-08,P392583,1449942,2,2899884,0,2899884,1,1,1,12,Internet Banking,2021-08-28,Zuk Z1 Grey Lahore,1232442,Mobiles & Tablets
ODR4067292679y,C813497L,2022-05-18,P253922,2871000,1,2871000,0,2871000,1,1,0,1,COD,2022-05-14,GC GCS046,2124540,Superstore
ODR5236505000y,C265629L,2022-02-06,P506029,2869840,1,2869840,0,2869840,1,1,0,1,COD,2022-06-18,Dell DELL 5559 I5,1750556,Computing
ODR7399189782k,C972737L,2022-06-21,P952872,2869840,1,2869840,0,2869840,1,1,0,1,COD,2021-07-21,HP 15AY 15 Ay189NIA ci5,2554146,Computing
ODR3895902351p,C158367L,2021-07-22,P353796,2865200,1,2865200,0,2865200,1,1,0,1,COD,2021-07-16,viewsonic PJD5134,2292160,Entertainment
ODR1506734934x,C374672L,2021-08-11,P353796,2865200,1,2865200,0,2865200,1,1,0,1,COD,2021-07-17,viewsonic PJD5134,2292160,Entertainment
ODR1350484141d,C166968L,2021-08-17,P353796,2865200,1,2865200,0,2865200,1,1,0,1,COD,2021-07-26,viewsonic PJD5134,2292160,Entertainment
ODR5007145564q,C382868L,2022-07-25,P746317,2860560,1,2860560,0,2860560,1,1,0,1,COD,2021-07-07,plk FWI/ 961 284 44,2174014,Men Fashion
ODR6027454144h,C780584L,2021-11-26,P182780,2858240,1,2858240,0,2858240,1,0,0,2,Jazz Voucher,2021-11-17,HAIER HSU 12HNH,2195474,Appliances
ODR1433750479i,C949023L,2021-12-19,P182780,2858240,1,2858240,0,2858240,1,0,0,2,Jazz Voucher,2021-11-27,HAIER HSU 12HNH,2195474,Appliances
ODR3182294673e,C949023L,2021-12-20,P182780,2858240,1,2858240,0,2858240,1,1,1,2,Jazz Voucher,2021-11-27,HAIER HSU 12HNH,2195474,Appliances
ODR7074496527p,C781213L,2022-04-26,P746103,2842000,1,2842000,0,2842000,1,1,0,1,COD,2021-08-23,MORG GCS 41,2159920,Health & Sports
ODR3506625842o,C738725L,2022-02-25,P180847,2841942,1,2841942,0,2841942,1,1,0,1,COD,2021-08-27,orient 13af4 1ton CS,2301962,Appliances
ODR2459422485j,C158367L,2021-07-16,P457899,2841942,1,2841942,0,2841942,1,1,0,1,COD,2021-07-16,Samsung Galaxy Note 3 N9000,2017762,Mobiles & Tablets
ODR6861028057m,C214179L,2022-04-24,P184758,2837360,1,2837360,0,2837360,1,0,0,1,COD,2022-04-03,interwood HA R QRION 39998,2099600,Home & Living
ODR4656716007m,C214179L,2022-04-26,P184758,2837360,1,2837360,0,2837360,1,1,0,1,COD,2022-04-03,interwood HA R QRION 39998,2099600,Home & Living
ODR5779760502e,C574563L,2021-08-17,P618516,2818800,1,2818800,0,2818800,1,1,1,1,COD,2021-08-20,Dawlance 91996 HZ H Zone Plus 18 cu ft Refrigerator,1916784,Appliances
ODR4136825132k,C329062L,2022-02-16,P522597,2813000,1,2813000,0,2813000,1,0,0,4,Pay axis,2022-02-09,orient OS 19 MF16 PG R410a CS,2362920,Appliances
ODR9251253234g,C168471L,2021-10-28,P918122,2802270,1,2802270,0,2802270,1,0,0,4,Pay axis,2021-10-12,lenovo 80HR00AKUE,2063002,Computing
ODR5777278883v,C168471L,2021-11-14,P918122,2802270,1,2802270,0,2802270,1,0,0,4,Pay axis,2021-10-12,lenovo 80HR00AKUE,2063002,Computing
ODR6587401382p,C972737L,2021-12-11,P918122,2802270,1,2802270,0,2802270,1,1,0,1,COD,2021-07-21,lenovo 80HR00AKUE,2063002,Computing
ODR8166113496c,C986837L,2021-09-12,P584875,73544,38,2794672,0,2794672,1,0,0,1,COD,2021-07-17,Posh CS0073 17,59566,Men Fashion
ODR7826215109g,C139822L,2021-08-10,P934032,2793570,1,2793570,0,2793570,1,1,1,4,Pay axis,2021-10-09,Haier HSU 18LKE,2025186,Appliances
ODR7796488821w,C972737L,2021-09-21,P298813,2784348,1,2784348,0,2784348,1,1,0,1,COD,2021-07-21,Haier HRF 342,2143912,Appliances
ODR1481160106y,C880014L,2022-07-13,P333900,2784000,1,2784000,0,2784000,1,0,0,7,Easy Pay,2022-07-11,HP i3 7100U,1698240,Computing
ODR6843111529b,C374672L,2022-01-28,P640140,2784000,1,2784000,0,2784000,1,1,0,1,COD,2021-07-17,FHM DEEP RUST,2171520,Home & Living
ODR9658462604y,C331675L,2021-12-22,P611114,2783942,1,2783942,0,2783942,1,0,0,1,COD,2021-12-15,Samsung Samsung 40 Inch J5000 Full HD LED TV,2338502,Entertainment
ODR4011490184m,C132488L,2021-12-31,P611114,2783942,1,2783942,0,2783942,1,1,1,4,Pay axis,2021-12-09,Samsung Samsung 40 Inch J5000 Full HD LED TV,2338502,Entertainment
ODR5866903653p,C872920L,2022-01-03,P611114,2783942,1,2783942,0,2783942,1,1,0,1,COD,2021-09-18,Samsung Samsung 40 Inch J5000 Full HD LED TV,2338502,Entertainment
ODR9408336346i,C996508L,2022-01-31,P611114,2783942,1,2783942,0,2783942,1,1,0,1,COD,2021-07-10,Samsung Samsung 40 Inch J5000 Full HD LED TV,2338502,Entertainment
ODR2319477211b,C872920L,2022-02-25,P611114,2783942,1,2783942,0,2783942,1,1,0,1,COD,2021-09-18,Samsung Samsung 40 Inch J5000 Full HD LED TV,2338502,Entertainment
ODR6112643407w,C996508L,2022-02-28,P611114,2783942,1,2783942,0,2783942,1,1,0,1,COD,2021-07-10,Samsung Samsung 40 Inch J5000 Full HD LED TV,2338502,Entertainment
ODR1308032776f,C872920L,2022-05-03,P611114,2783942,1,2783942,0,2783942,1,1,0,1,COD,2021-09-18,Samsung Samsung 40 Inch J5000 Full HD LED TV,2338502,Entertainment
ODR2188558244q,C215074L,2022-08-01,P611114,2783942,1,2783942,0,2783942,1,0,0,4,Pay axis,2021-09-13,Samsung Samsung 40 Inch J5000 Full HD LED TV,2338502,Entertainment
ODR5008860616j,C215074L,2022-09-01,P611114,2783942,1,2783942,0,2783942,1,0,0,4,Pay axis,2021-09-13,Samsung Samsung 40 Inch J5000 Full HD LED TV,2338502,Entertainment
ODR7159770921j,C215074L,2022-10-01,P611114,2783942,1,2783942,0,2783942,1,0,0,4,Pay axis,2021-09-13,Samsung Samsung 40 Inch J5000 Full HD LED TV,2338502,Entertainment
ODR7391169871k,C215074L,2022-11-01,P611114,2783942,1,2783942,0,2783942,1,1,1,4,Pay axis,2021-09-13,Samsung Samsung 40 Inch J5000 Full HD LED TV,2338502,Entertainment
ODR3051992515r,C213343L,2021-12-18,P547290,1391942,2,2783884,0,2783884,1,0,0,4,Pay axis,2021-12-27,HTC DESIRE 628,974342,Mobiles & Tablets
ODR8096128747f,C927720L,2021-12-13,P805257,2778200,1,2778200,0,2778200,1,0,0,4,Pay axis,2021-08-25,tisot wtch 13,1694702,Men Fashion
ODR7171814451q,C927720L,2021-12-15,P805257,2778200,1,2778200,0,2778200,1,1,0,4,Pay axis,2021-08-25,tisot wtch 13,1694702,Men Fashion
ODR8177419994b,C527307L,2022-06-27,P571622,2774836,1,2774836,0,2774836,1,1,0,4,Pay axis,2021-10-04,Dawlance Inspire Plus Inverter 15 Champagne,2414076,Appliances
ODR8298392594n,C168876L,2022-01-27,P754831,550942,5,2754710,0,2754710,1,1,1,1,COD,2022-01-27,IDROID BALRX7 Jet black ,429722,Mobiles & Tablets
ODR5706223491p,C492850L,2021-09-27,P263108,2749200,1,2749200,0,2749200,1,0,0,4,Pay axis,2021-07-09,dawlance LVS 30 18000BTU,1630960,Appliances
ODR9461580861i,C595809L,2021-03-10,P240605,2741370,1,2741370,0,2741370,1,0,0,4,Pay axis,2021-10-09,lenovo 80J2021CUE,2083012,Computing
